id,class
2998,2
2999,4
3000,1
3001,2
3002,0
3003,2
3004,4
3005,4
3006,4
3007,0
3008,4
3009,3
3010,3
3011,2
3012,3
3013,0
3014,2
3015,4
3016,3
3017,0
3018,3
3019,1
3020,2
3021,2
3022,0
3023,1
3024,0
3025,1
3026,0
3027,3
3028,1
3029,3
3030,1
3031,0
3032,0
3033,4
3034,3
3035,0
3036,0
3037,4
3038,2
3039,1
3040,2
3041,4
3042,0
3043,3
3044,0
3045,2
3046,3
3047,1
3048,0
3049,4
3050,3
3051,0
3052,1
3053,2
3054,1
3055,4
3056,1
3057,0
3058,3
3059,4
3060,4
3061,3
3062,1
3063,2
3064,4
3065,1
3066,0
3067,3
3068,2
3069,4
3070,0
3071,4
3072,0
3073,3
3074,4
3075,1
3076,2
3077,0
3078,3
3079,3
3080,2
3081,2
3082,3
3083,3
3084,0
3085,2
3086,0
3087,3
3088,1
3089,1
3090,0
3091,4
3092,0
3093,2
3094,1
3095,1
3096,3
3097,0
3098,2
3099,4
3100,3
3101,3
3102,0
3103,0
3104,4
3105,1
3106,2
3107,2
3108,3
3109,4
3110,1
3111,2
3112,0
3113,3
3114,4
3115,0
3116,1
3117,4
3118,2
3119,2
3120,0
3121,3
3122,2
3123,1
3124,3
3125,4
3126,2
3127,3
3128,0
3129,0
3130,1
3131,2
3132,4
3133,0
3134,2
3135,4
3136,1
3137,3
3138,4
3139,3
3140,4
3141,2
3142,3
3143,3
3144,1
3145,3
3146,0
3147,4
3148,2
3149,2
3150,2
3151,3
3152,1
3153,2
3154,1
3155,1
3156,3
3157,2
3158,4
3159,3
3160,1
3161,1
3162,0
3163,4
3164,4
3165,1
3166,1
3167,0
3168,0
3169,1
3170,0
3171,0
3172,1
3173,0
3174,3
3175,3
3176,0
3177,2
3178,4
3179,3
3180,0
3181,1
3182,3
3183,4
3184,4
3185,1
3186,0
3187,2
3188,0
3189,2
3190,3
3191,0
3192,3
3193,4
3194,0
3195,3
3196,1
3197,2
3198,4
3199,4
