id,class
2998,2
2999,3
3000,1
3001,2
3002,0
3003,2
3004,4
3005,4
3006,4
3007,1
3008,4
3009,3
3010,3
3011,2
3012,3
3013,0
3014,1
3015,4
3016,1
3017,0
3018,2
3019,1
3020,1
3021,4
3022,0
3023,1
3024,0
3025,2
3026,0
3027,4
3028,2
3029,4
3030,1
3031,2
3032,0
3033,4
3034,3
3035,3
3036,0
3037,4
3038,2
3039,1
3040,2
3041,4
3042,1
3043,2
3044,1
3045,2
3046,3
3047,1
3048,0
3049,4
3050,3
3051,4
3052,1
3053,2
3054,4
3055,0
3056,1
3057,1
3058,3
3059,0
3060,4
3061,3
3062,1
3063,2
3064,4
3065,2
3066,4
3067,3
3068,2
3069,4
3070,0
3071,4
3072,0
3073,0
3074,4
3075,1
3076,4
3077,0
3078,3
3079,4
3080,2
3081,3
3082,1
3083,3
3084,0
3085,4
3086,0
3087,3
3088,3
3089,1
3090,0
3091,4
3092,4
3093,2
3094,1
3095,1
3096,3
3097,0
3098,2
3099,4
3100,0
3101,2
3102,4
3103,0
3104,1
3105,1
3106,0
3107,0
3108,3
3109,4
3110,1
3111,2
3112,0
3113,3
3114,4
3115,0
3116,0
3117,4
3118,0
3119,1
3120,0
3121,1
3122,2
3123,1
3124,3
3125,4
3126,2
3127,3
3128,2
3129,0
3130,1
3131,0
3132,4
3133,0
3134,2
3135,3
3136,1
3137,3
3138,4
3139,3
3140,4
3141,0
3142,4
3143,3
3144,1
3145,3
3146,0
3147,4
3148,0
3149,3
3150,3
3151,2
3152,0
3153,4
3154,1
3155,1
3156,2
3157,0
3158,0
3159,3
3160,2
3161,0
3162,0
3163,4
3164,3
3165,3
3166,1
3167,2
3168,0
3169,4
3170,3
3171,2
3172,0
3173,0
3174,3
3175,0
3176,0
3177,2
3178,4
3179,3
3180,0
3181,1
3182,3
3183,0
3184,2
3185,1
3186,4
3187,2
3188,4
3189,2
3190,3
3191,0
3192,3
3193,2
3194,2
3195,3
3196,1
3197,2
3198,0
3199,0
